회사명,종목코드,업종,업종2,업종PER,PER,PBR
바이온,032980,음·식료품 및 담배 도매업,제약,99.58,N/A,N/A
와이지-원,019210,기타 금속 가공제품 제조업,기계,-29.49,N/A,N/A
특수건설,026150,토목 건설업,건설,7.01,84.62,1.37
아이즈비전,031310,전기 통신업,통신장비,-92.63,8.94,0.61
SKC,011790,기타 화학제품 제조업,화학,69.00,58.14,2.52
동일기연,032960,전자부품 제조업,전자장비와기기,65.66,34.51,0.85
소프트센,032680,기계장비 및 관련 물품 도매업,IT서비스,24.96,N/A,N/A
원익,032940,기계장비 및 관련 물품 도매업,건강관리장비와용품,208.42,33.99,0.91
원풍물산,008290,봉제의복 제조업,"섬유,의류,신발,호화품",33.35,N/A,N/A
웰바이오텍,010600,상품 중개업,"섬유,의류,신발,호화품",33.35,N/A,N/A
한국주강,025890,특수 목적용 기계 제조업,철강,41.60,N/A,N/A
삼진,032750,통신 및 방송 장비 제조업,전자제품,41.38,9.27,0.93
글로스퍼랩스,032860,"해체, 선별 및 원료 재생업",철강,41.60,N/A,N/A
비트컴퓨터,032850,소프트웨어 개발 및 공급업,건강관리기술,-206.61,26.07,2.97
엠젠플러스,032790,기계장비 및 관련 물품 도매업,컴퓨터와주변기기,-34.95,N/A,N/A
판타지오,032800,창작 및 예술관련 서비스업,방송과엔터테인먼트,-19.04,N/A,N/A
덕양산업,024900,자동차 신품 부품 제조업,자동차부품,46.67,N/A,N/A
부산도시가스,015350,연료용 가스 제조 및 배관공급업,가스유틸리티,19.09,3.54,0.75
에쓰씨엔지니어링,023960,토목 건설업,건설,7.01,39.95,3.96
인지컨트롤스,023800,자동차 신품 부품 제조업,자동차부품,46.67,N/A,N/A
유비케어,032620,소프트웨어 개발 및 공급업,건강관리기술,-206.61,51.75,3.98
피델릭스,032580,반도체 제조업,반도체와반도체장비,20.53,N/A,N/A
TJ미디어,032540,영상 및 음향기기 제조업,전자제품,41.38,40.06,0.62
휴맥스홀딩스,028080,기타 금융업,전자제품,41.38,N/A,N/A
삼일,032280,도로 화물 운송업,항공화물운송과물류,12.60,N/A,N/A
경동인베스트,012320,기타 금융업,석유와가스,-13.96,13.40,0.16
뉴인텍,012340,전자부품 제조업,전기제품,206.26,N/A,N/A
에스제이엠홀딩스,025530,자동차 부품 및 내장품 판매업,자동차부품,46.67,18.04,0.33
오스템,031510,자동차 신품 부품 제조업,자동차부품,46.67,N/A,N/A
콤텍시스템,031820,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",IT서비스,24.96,N/A,N/A
엔에스엔,031860,상품 종합 도매업,컴퓨터와주변기기,-34.95,N/A,N/A
피에스케이홀딩스,031980,특수 목적용 기계 제조업,반도체와반도체장비,20.53,2.54,0.85
SK하이닉스,000660,반도체 제조업,반도체와반도체장비,20.53,31.96,1.71
MH에탄올,023150,알코올음료 제조업,음료,98.61,63.04,0.89
국동,005320,생활용품 도매업,"섬유,의류,신발,호화품",33.35,7.02,1.71
동남합성,023450,기초 화학물질 제조업,화학,69.00,7.67,2.28
삼성엔지니어링,028050,"건축기술, 엔지니어링 및 관련 기술 서비스업",건설,7.01,10.36,1.70
신도리코,029530,컴퓨터 및 주변장치 제조업,사무용전자제품,-30.58,N/A,N/A
예스코홀딩스,015360,기타 금융업,가스유틸리티,19.09,N/A,N/A
퍼시스,016800,가구 제조업,가구,21.96,9.31,0.60
세보엠이씨,011560,건물설비 설치 공사업,건설,7.01,N/A,N/A
한일단조,024740,자동차 신품 부품 제조업,자동차부품,46.67,N/A,N/A
WISCOM,024070,플라스틱제품 제조업,화학,69.00,N/A,N/A
동원수산,030720,어로 어업,식품,29.07,63.66,0.78
미래산업,025560,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",반도체와반도체장비,20.53,N/A,N/A
KTB투자증권,030210,금융 지원 서비스업,증권,6.53,4.94,0.52
양지사,030960,인쇄 및 인쇄관련 산업,문구류,4.59,1.89,1.03
HDC,012630,기타 금융업,건설,7.01,6.53,0.29
광전자,017900,반도체 제조업,전자장비와기기,65.66,N/A,N/A
한국단자공업,025540,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",자동차부품,46.67,18.03,1.18
원익홀딩스,030530,기타 금융업,반도체와반도체장비,20.53,8.40,0.58
한글과컴퓨터,030520,소프트웨어 개발 및 공급업,소프트웨어,86.51,12.63,1.58
메이슨캐피탈,021880,기타 금융업,기타금융,4.61,N/A,N/A
대호피앤씨,021040,1차 철강 제조업,철강,41.60,N/A,N/A
릭스솔루션,029480,통신 및 방송 장비 제조업,통신장비,-92.63,N/A,N/A
디아이,003160,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",반도체와반도체장비,20.53,18.73,1.16
신성이엔지,011930,반도체 제조업,반도체와반도체장비,20.53,47.89,3.33
티에이치엔,019180,기타 전기장비 제조업,자동차부품,46.67,N/A,N/A
한온시스템,018880,일반 목적용 기계 제조업,자동차부품,46.67,69.77,4.57
미래SCI,028040,상품 중개업,화학,69.00,N/A,N/A
에이치엘비,028300,선박 및 보트 건조업,조선,-22.00,N/A,N/A
팜스토리,027710,동물용 사료 및 조제식품 제조업,식품,29.07,N/A,N/A
세원정공,021820,자동차 신품 부품 제조업,자동차부품,46.67,5.42,0.19
세하,027970,"펄프, 종이 및 판지 제조업",포장재,16.84,4.14,1.20
영풍제지,006740,"골판지, 종이 상자 및 종이용기 제조업",종이와목재,41.06,15.26,0.87
유니온,000910,"시멘트, 석회, 플라스터 및 그 제품 제조업",건축자재,36.34,N/A,N/A
키다리스튜디오,020120,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",양방향미디어와서비스,136.40,75.68,9.49
한섬,020000,봉제의복 제조업,"섬유,의류,신발,호화품",33.35,11.23,0.75
현대엘리베이터,017800,일반 목적용 기계 제조업,기계,-29.49,19.93,1.84
환인제약,016580,의약품 제조업,제약,99.58,16.17,1.00
삼보판지,023600,"펄프, 종이 및 판지 제조업",포장재,16.84,7.32,0.53
삼목에스폼,018310,"구조용 금속제품, 탱크 및 증기발생기 제조업",건축제품,-47.58,N/A,N/A
에이스침대,003800,가구 제조업,가구,21.96,10.35,0.83
원익큐브,014190,기타 전문 도매업,화학,69.00,9.15,0.91
계룡건설산업,013580,토목 건설업,건설,7.01,2.92,0.50
서원,021050,금속 주조업,비철금속,21.86,N/A,N/A
에스원,012750,"경비, 경호 및 탐정업",상업서비스와공급품,24.90,22.26,2.11
태경산업,015890,기초 화학물질 제조업,비철금속,21.86,N/A,N/A
리드코프,012700,기타 전문 도매업,기타금융,4.61,4.00,0.41
유니슨,018000,일반 목적용 기계 제조업,기계,-29.49,N/A,N/A
아난티,025980,일반 및 생활 숙박시설 운영업,"호텔,레스토랑,레저",-25.26,N/A,N/A
광진실업,026910,1차 철강 제조업,철강,41.60,N/A,N/A
인터엠,017250,영상 및 음향기기 제조업,전자장비와기기,51.43,N/A,N/A
신대양제지,016590,"골판지, 종이 상자 및 종이용기 제조업",포장재,16.84,5.54,0.56
유양디앤유,011690,반도체 제조업,디스플레이장비및부품,86.49,N/A,N/A
남해화학,025860,"비료, 농약 및 살균, 살충제 제조업",화학,69.00,14.06,0.93
동원금속,018500,자동차 신품 부품 제조업,자동차부품,46.67,N/A,N/A
성안,011300,직물직조 및 직물제품 제조업,"섬유,의류,신발,호화품",33.35,N/A,N/A
성우하이텍,015750,자동차 신품 부품 제조업,자동차부품,46.67,N/A,N/A
대신정보통신,020180,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",IT서비스,24.96,38.52,2.80
서부T&D,006730,일반 및 생활 숙박시설 운영업,"호텔,레스토랑,레저",-25.26,N/A,N/A
HMM,011200,해상 운송업,해운사,116.29,N/A,N/A
경인양행,012610,기초 화학물질 제조업,화학,69.00,292.40,1.40
풀무원,017810,기타 식품 제조업,식품,29.07,42.10,1.83
서울도시가스,017390,연료용 가스 제조 및 배관공급업,가스유틸리티,19.09,3.46,0.34
이구산업,025820,1차 비철금속 제조업,비철금속,21.86,N/A,N/A
동신건설,025950,토목 건설업,건설,7.01,N/A,N/A
동화기업,025900,나무제품 제조업,건축자재,36.34,39.93,1.91
에넥스,011090,가구 제조업,가구,21.96,N/A,N/A
에이프로젠 KIC,007460,기타 금속 가공제품 제조업,기계,-29.49,N/A,N/A
제이준코스메틱,025620,기타 화학제품 제조업,화장품,89.76,N/A,N/A
한국카본,017960,"구조용 금속제품, 탱크 및 증기발생기 제조업",조선,-22.00,8.79,1.38
신라에스지,025870,음·식료품 및 담배 도매업,식품,29.07,N/A,N/A
케이씨피드,025880,동물용 사료 및 조제식품 제조업,식품,29.07,N/A,N/A
한탑,002680,"곡물가공품, 전분 및 전분제품 제조업",식품,29.07,N/A,N/A
한국선재,025550,1차 철강 제조업,철강,41.60,29.57,0.87
대성엘텍,025440,영상 및 음향기기 제조업,자동차부품,46.67,N/A,N/A
시노펙스,025320,전자부품 제조업,핸드셋,-202.00,N/A,N/A
PN풍년,024940,기타 금속 가공제품 제조업,가정용기기와용품,15.82,15.08,1.03
삼천리자전거,024950,생활용품 도매업,레저용장비와제품,-33.68,N/A,N/A
메디앙스,014100,기타 화학제품 제조업,가정용품,14.53,2.68,0.58
KBI메탈,024840,1차 비철금속 제조업,전기장비,-220.85,7.05,0.84
경창산업,024910,자동차 신품 부품 제조업,자동차부품,46.67,N/A,N/A
대륙제관,004780,기타 금속 가공제품 제조업,포장재,16.84,8.31,0.72
동원개발,013120,건물 건설업,건설,7.01,4.10,0.54
세원물산,024830,자동차 신품 부품 제조업,자동차부품,46.67,3.63,0.26
이화전기,024810,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",전기장비,-220.85,N/A,N/A
케이피에프,024880,기타 금속 가공제품 제조업,기계,-29.49,N/A,N/A
KPX케미칼,025000,기초 화학물질 제조업,화학,69.00,6.03,0.65
지코,010580,자동차 신품 부품 제조업,자동차부품,46.67,N/A,N/A
태평양물산,007980,봉제의복 제조업,"섬유,의류,신발,호화품",33.35,N/A,N/A
KB오토시스,024120,자동차 신품 부품 제조업,자동차부품,46.67,41.19,1.29
신원종합개발,017000,건물 건설업,건설,7.01,20.17,0.64
흥구석유,024060,기타 전문 도매업,석유와가스,-13.96,62.73,1.33
대한약품,023910,의약품 제조업,제약,99.58,7.36,1.06
이화공영,001840,건물 건설업,건설,7.01,159.07,3.17
풍국주정,023900,알코올음료 제조업,음료,98.61,34.40,1.90
한국아트라스비엑스,023890,일차전지 및 축전지 제조업,자동차부품,46.67,12.75,0.66
대림제지,017650,기타 종이 및 판지 제품 제조업,포장재,16.84,28.98,0.69
대한광통신,010170,절연선 및 케이블 제조업,전기장비,-220.85,N/A,N/A
동일철강,023790,1차 철강 제조업,철강,41.60,N/A,N/A
플레이위드,023770,소프트웨어 개발 및 공급업,게임엔터테인먼트,37.25,3.91,2.45
한국캐피탈,023760,기타 금융업,기타금융,4.61,5.99,0.62
한일사료,005860,동물용 사료 및 조제식품 제조업,식품,29.07,N/A,N/A
KC그린홀딩스,009440,기타 금융업,기계,-29.49,N/A,N/A
문배철강,008420,1차 철강 제조업,철강,41.60,13.98,0.56
웅진,016880,기타 금융업,복합기업,29.11,N/A,N/A
모베이스전자,012860,자동차 신품 부품 제조업,자동차부품,46.67,N/A,N/A
CNH,023460,신탁업 및 집합투자업,기타금융,4.61,5.73,0.84
국영지앤엠,006050,유리 및 유리제품 제조업,건축제품,-47.58,N/A,N/A
유진기업,023410,"시멘트, 석회, 플라스터 및 그 제품 제조업",건축자재,36.34,11.37,0.43
제일제강,023440,1차 철강 제조업,철강,41.60,N/A,N/A
보성파워텍,006910,"구조용 금속제품, 탱크 및 증기발생기 제조업",전기장비,-220.85,78.46,1.15
브이티지엠피,018290,컴퓨터 및 주변장치 제조업,화장품,89.76,112.05,3.69
태광,023160,1차 철강 제조업,기계,-29.49,84.19,0.43
오뚜기,007310,기타 식품 제조업,식품,29.07,19.43,1.43
일정실업,008500,편조원단 제조업,자동차부품,46.67,N/A,N/A
한라,014790,토목 건설업,건설,7.01,3.38,0.77
영신금속,007530,기타 금속 가공제품 제조업,자동차부품,46.67,N/A,N/A
엘에스일렉트릭,010120,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",전기장비,-220.85,24.32,1.33
신라섬유,001000,가전제품 및 정보통신장비 소매업,무선통신서비스,13.56,279.09,5.12
원일특강,012620,1차 철강 제조업,철강,41.60,4.80,0.35
서한,011370,건물 건설업,건설,7.01,8.08,0.48
대양금속,009190,1차 철강 제조업,비철금속,21.86,75.47,2.17
이화산업,000760,기타 전문 도매업,화학,69.00,N/A,N/A
동원시스템즈,014820,플라스틱제품 제조업,포장재,16.84,33.07,3.09
바른손,018700,"영화, 비디오물, 방송프로그램 제작 및 배급업",화장품,89.76,N/A,N/A
부방,014470,기타 금융업,가정용기기와용품,15.82,N/A,N/A
삼성중공업,010140,선박 및 보트 건조업,조선,-22.00,N/A,N/A
모토닉,009680,자동차 신품 부품 제조업,자동차부품,46.67,44.19,0.73
화신,010690,자동차 신품 부품 제조업,자동차부품,46.67,N/A,N/A
대명소노시즌,007720,상품 종합 도매업,판매업체,-13.71,N/A,N/A
대양제지,006580,"펄프, 종이 및 판지 제조업",포장재,16.84,4.83,0.47
유니크,011320,자동차 신품 부품 제조업,자동차부품,46.67,N/A,N/A
진로발효,018120,알코올음료 제조업,음료,98.61,12.02,2.51
청보산업,013720,자동차 신품 부품 제조업,자동차부품,46.67,N/A,N/A
삼보산업,009620,1차 비철금속 제조업,비철금속,21.86,N/A,N/A
푸드웰,005670,"과실, 채소 가공 및 저장 처리업",식품,29.07,27.89,0.85
푸른저축은행,007330,은행 및 저축기관,기타금융,4.61,5.34,0.40
피제이전자,006140,의료용 기기 제조업,건강관리장비와용품,208.42,26.60,1.04
베뉴지,019010,종합 소매업,백화점과일반상점,-28.81,11.85,0.27
엠에스씨,009780,기타 식품 제조업,식품,29.07,7.75,0.90
삼화페인트공업,000390,기타 화학제품 제조업,건축자재,36.34,60.19,1.02
행남사,008800,기타 식품 제조업,식품,29.07,63.21,2.84
경동나비엔,009450,가정용 기기 제조업,가정용기기와용품,15.82,16.15,1.89
대동금속,020400,금속 주조업,자동차부품,46.67,35.59,0.69
광림,014200,자동차용 엔진 및 자동차 제조업,기계,-29.49,N/A,N/A
대원산업,005710,자동차 신품 부품 제조업,자동차부품,46.67,20.93,0.39
큐캐피탈,016600,기타 금융업,창업투자,20.78,25.43,0.68
한국가구,004590,생활용품 도매업,식품과기본식료품소매,128.99,14.33,0.90
포비스티앤씨,016670,기타 전문 도매업,소프트웨어,86.51,N/A,N/A
중앙에너비스,000440,기타 전문 도매업,석유와가스,-13.96,500.59,0.89
DB,012030,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",IT서비스,24.96,18.76,0.61
SGC에너지,005090,전기업,에너지장비및서비스,-35.73,21.91,0.89
삼륭물산,014970,"골판지, 종이 상자 및 종이용기 제조업",포장재,16.84,717.50,1.82
대림비앤코,005750,"내화, 비내화 요업제품 제조업",건축제품,-47.58,N/A,N/A
경동제약,011040,의약품 제조업,제약,99.58,20.27,1.03
원풍,008370,플라스틱제품 제조업,화학,69.00,13.05,0.68
네이처셀,007390,기초 의약물질 및 생물학적 제제 제조업,음료,98.61,N/A,N/A
삼일기업공사,002290,건물 건설업,건설,7.01,21.96,0.90
일지테크,019540,자동차 신품 부품 제조업,자동차부품,46.67,152.22,0.49
한일화학,007770,기초 화학물질 제조업,화학,69.00,N/A,N/A
한국알콜,017890,기타 화학제품 제조업,화학,69.00,5.97,0.74
대주산업,003310,동물용 사료 및 조제식품 제조업,식품,29.07,20.26,1.32
글로본,019660,상품 종합 도매업,화장품,89.76,N/A,N/A
대한해운,005880,해상 운송업,해운사,116.29,47.79,0.92
메리츠증권,008560,금융 지원 서비스업,증권,6.53,4.75,0.61
세명전기,017510,기타 금속 가공제품 제조업,전기장비,-220.85,25.91,0.91
휴니드테크놀러지스,005870,통신 및 방송 장비 제조업,우주항공과국방,50.80,N/A,N/A
수산중공업,017550,특수 목적용 기계 제조업,기계,-29.49,"5,040.00",2.52
에이티넘인베스트,021080,신탁업 및 집합투자업,창업투자,20.78,12.14,1.37
롯데케미칼,011170,기초 화학물질 제조업,화학,69.00,89.57,0.80
대동기어,008830,특수 목적용 기계 제조업,기계,-29.49,63.95,0.56
세아베스틸,001430,1차 철강 제조업,철강,41.60,N/A,N/A
호텔신라,008770,기타 상품 전문 소매업,"호텔,레스토랑,레저",-25.26,N/A,N/A
태경비케이,014580,"시멘트, 석회, 플라스터 및 그 제품 제조업",비철금속,21.86,31.75,1.02
화승알앤에이,013520,자동차 신품 부품 제조업,자동차부품,46.67,N/A,N/A
신흥,004080,기계장비 및 관련 물품 도매업,건강관리장비와용품,208.42,13.76,1.20
화승인더스트리,006060,플라스틱제품 제조업,"섬유,의류,신발,호화품",33.35,10.11,1.11
극동유화,014530,석유 정제품 제조업,석유와가스,-13.96,9.78,0.66
고려산업,002140,"곡물가공품, 전분 및 전분제품 제조업",식품,29.07,12.31,0.99
피에스텍,002230,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",전기제품,206.26,N/A,N/A
대현,016090,봉제의복 제조업,"섬유,의류,신발,호화품",33.35,7.57,0.48
케이비아이동국실업,001620,자동차 신품 부품 제조업,자동차부품,46.67,N/A,N/A
광명전기,017040,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",전기장비,-220.85,11.84,0.95
부산산업,011390,"시멘트, 석회, 플라스터 및 그 제품 제조업",건축자재,36.34,53.89,2.56
STX,011810,상품 종합 도매업,무역회사와판매업체,12.09,N/A,N/A
고려아연,010130,1차 비철금속 제조업,비철금속,21.86,13.91,1.06
코센,009730,1차 철강 제조업,비철금속,21.86,N/A,N/A
센트럴인사이트,012600,일반 목적용 기계 제조업,컴퓨터와주변기기,-34.95,N/A,N/A
우리들제약,004720,의약품 제조업,제약,99.58,58.76,1.87
무림페이퍼,009200,"펄프, 종이 및 판지 제조업",종이와목재,41.06,N/A,N/A
현대차증권,001500,금융 지원 서비스업,증권,6.53,4.83,0.47
금비,008870,유리 및 유리제품 제조업,포장재,14.81,N/A,N/A
대동전자,008110,통신 및 방송 장비 제조업,전자장비와기기,65.66,235.00,0.36
원림,005820,직물직조 및 직물제품 제조업,포장재,16.84,2.74,0.39
서흥,008490,기타 화학제품 제조업,생명과학도구및서비스,38.27,13.68,1.81
성문전자,014910,전자부품 제조업,전기제품,206.26,N/A,N/A
넥스트사이언스,003580,기타 비금속광물 광업,건축자재,36.34,N/A,N/A
일진홀딩스,015860,기타 금융업,전기장비,-220.85,26.73,0.84
대영포장,014160,"골판지, 종이 상자 및 종이용기 제조업",포장재,16.84,42.44,1.23
영화금속,012280,자동차 신품 부품 제조업,자동차부품,46.67,N/A,N/A
신풍제약,019170,의약품 제조업,제약,99.58,767.65,10.50
동성제약,002210,의약품 제조업,제약,99.58,N/A,N/A
카스,016920,기계장비 및 관련 물품 도매업,전자장비와기기,65.66,140.00,1.24
키위미디어그룹,012170,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송과엔터테인먼트,-19.04,N/A,N/A
한올바이오파마,009420,의약품 제조업,제약,99.58,68.17,7.82
하이록코리아,013030,1차 철강 제조업,기계,-29.49,21.57,0.60
유니켐,011330,"가죽, 가방 및 유사제품 제조업","섬유,의류,신발,호화품",33.35,9.16,1.08
대창,012800,1차 비철금속 제조업,비철금속,21.86,29.52,0.63
국보,001140,도로 화물 운송업,항공화물운송과물류,12.60,79.50,2.22
일성건설,013360,토목 건설업,건설,7.01,34.74,0.77
까뮤이앤씨,013700,건물 건설업,건설,7.01,12.42,1.83
보락,002760,기타 화학제품 제조업,식품,29.07,240.00,2.95
선도전기,007610,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",전기장비,-220.85,21.01,0.65
씨아이테크,004920,그외 기타 제품 제조업,컴퓨터와주변기기,-34.95,N/A,N/A
광동제약,009290,의약품 제조업,제약,99.58,8.96,0.79
갤럭시아에스엠,011420,스포츠 서비스업,방송과엔터테인먼트,-19.04,N/A,N/A
남성,004270,기타 전문 도매업,전자장비와기기,65.66,N/A,N/A
KISCO홀딩스,001940,1차 철강 제조업,철강,41.60,5.31,0.26
태영건설,009410,토목 건설업,건설,7.01,1.59,0.80
한국특수형강,007280,1차 철강 제조업,철강,41.60,N/A,N/A
한솔로지스틱스,009180,기타 운송관련 서비스업,항공화물운송과물류,12.60,8.97,1.42
삼양통상,002170,"가죽, 가방 및 유사제품 제조업","섬유,의류,신발,호화품",33.35,4.14,0.50
SK텔레콤,017670,전기 통신업,무선통신서비스,13.56,18.11,0.75
진양폴리우레탄,010640,플라스틱제품 제조업,화학,69.00,16.49,1.19
미창석유공업,003650,석유 정제품 제조업,석유와가스,-13.96,5.80,0.36
삼익THK,004380,일반 목적용 기계 제조업,기계,-29.49,39.38,1.32
미원상사,002840,기타 화학제품 제조업,화학,69.00,15.99,2.65
서연,007860,기타 금융업,자동차부품,46.67,N/A,N/A
SBI인베스트먼트,019550,신탁업 및 집합투자업,창업투자,20.78,12.48,2.02
세우글로벌,013000,기타 전문 도매업,판매업체,-13.71,27.14,2.12
현대모비스,012330,자동차 신품 부품 제조업,자동차부품,46.67,20.22,0.94
쎌마테라퓨틱스,015540,기타 사업지원 서비스업,판매업체,-13.71,N/A,N/A
KG케미칼,001390,기초 화학물질 제조업,화학,69.00,28.46,0.79
대우부품,009320,자동차 신품 부품 제조업,자동차부품,46.67,N/A,N/A
현대해상,001450,보험업,손해보험,6.87,5.06,0.33
현대그린푸드,005440,종합 소매업,식품과기본식료품소매,128.99,20.75,0.44
한국전력공사,015760,전기업,전기유틸리티,69.53,166.32,0.22
국도화학,007690,기초 화학물질 제조업,화학,69.00,9.46,0.53
녹십자,006280,의약품 제조업,제약,99.58,116.15,4.50
SIMPAC,009160,특수 목적용 기계 제조업,기계,-29.49,79.27,0.43
윌비스,008600,생활용품 도매업,"섬유,의류,신발,호화품",33.35,N/A,N/A
대창단조,015230,자동차 신품 부품 제조업,기계,-29.49,7.46,0.49
사조산업,007160,어로 어업,식품,29.07,N/A,N/A
한익스프레스,014130,도로 화물 운송업,항공화물운송과물류,12.60,13.39,1.01
사조동아원,008040,"곡물가공품, 전분 및 전분제품 제조업",식품,29.07,20.66,0.71
경인전자,009140,전자부품 제조업,전자제품,41.38,19.07,0.74
무림P&P,009580,"펄프, 종이 및 판지 제조업",종이와목재,41.06,N/A,N/A
인디에프,014990,봉제의복 제조업,"섬유,의류,신발,호화품",33.35,N/A,N/A
한솔피엔에스,010420,기타 전문 도매업,종이와목재,41.06,10.62,0.84
디와이,013570,기타 금융업,기계,-29.49,19.45,0.39
방림,003610,직물직조 및 직물제품 제조업,"섬유,의류,신발,호화품",22.82,17.54,0.42
큐로,015590,일반 목적용 기계 제조업,기계,-29.49,N/A,N/A
한솔케미칼,014680,기초 화학물질 제조업,화학,69.00,21.22,4.52
퍼스텍,010820,무기 및 총포탄 제조업,우주항공과국방,50.80,N/A,N/A
리더스 기술투자,019570,신탁업 및 집합투자업,창업투자,20.78,N/A,N/A
엠벤처투자,019590,신탁업 및 집합투자업,창업투자,20.78,N/A,N/A
동원산업,006040,어로 어업,식품,29.07,6.03,0.72
대덕,008060,기타 금융업,기타금융,4.61,2.74,0.41
한성기업,003680,수산물 가공 및 저장 처리업,식품,29.07,N/A,N/A
모헨즈,006920,"시멘트, 석회, 플라스터 및 그 제품 제조업",건축자재,36.34,243.50,2.37
이스타코,015020,부동산 임대 및 공급업,방송과엔터테인먼트,-19.04,11.82,0.61
태림포장,011280,"골판지, 종이 상자 및 종이용기 제조업",포장재,16.84,N/A,N/A
아세아제지,002310,"골판지, 종이 상자 및 종이용기 제조업",포장재,16.84,8.83,0.67
화천기계,010660,특수 목적용 기계 제조업,기계,-29.49,N/A,N/A
CJ씨푸드,011150,기타 식품 제조업,식품,29.07,46.31,2.50
신화실업,001770,1차 철강 제조업,철강,41.60,86.71,0.92
조일알미늄,018470,1차 비철금속 제조업,비철금속,21.86,N/A,N/A
에스엘,005850,자동차 신품 부품 제조업,자동차부품,46.67,28.36,0.88
영원무역홀딩스,009970,기타 금융업,"섬유,의류,신발,호화품",33.35,4.72,0.31
더존비즈온,012510,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",소프트웨어,86.51,70.85,9.31
보령제약,003850,의약품 제조업,제약,99.58,36.29,2.96
폴루스바이오팜,007630,상품 중개업,화장품,89.76,N/A,N/A
이건산업,008250,나무제품 제조업,건축자재,36.34,46.71,0.62
모나리자,012690,기타 종이 및 판지 제품 제조업,가정용품,14.53,22.94,2.47
대구백화점,006370,종합 소매업,백화점과일반상점,-28.81,N/A,N/A
우성사료,006980,"곡물가공품, 전분 및 전분제품 제조업",식품,29.07,5.75,0.47
유성기업,002920,자동차 신품 부품 제조업,자동차부품,46.67,14.93,0.32
한일철강,002220,1차 철강 제조업,철강,41.60,N/A,N/A
삼익악기,002450,악기 제조업,레저용장비와제품,-33.68,250.00,0.55
화성산업,002460,건물 건설업,건설,7.01,3.42,0.36
디티알오토모티브,007340,일차전지 및 축전지 제조업,자동차부품,46.67,5.32,0.38
보해양조,000890,알코올음료 제조업,음료,98.61,N/A,N/A
상상인증권,001290,금융 지원 서비스업,증권,6.53,20.54,0.65
혜인,003010,기계장비 및 관련 물품 도매업,기계,-29.49,24.60,0.55
금강공업,014280,1차 철강 제조업,건축제품,-47.58,768.57,0.46
엔케이물산,009810,기타 전문 도매업,방송과엔터테인먼트,-19.04,3.47,0.47
율촌화학,008730,플라스틱제품 제조업,포장재,16.84,29.81,1.91
신원,009270,봉제의복 제조업,"섬유,의류,신발,호화품",33.35,N/A,N/A
동방,004140,기타 운송관련 서비스업,항공화물운송과물류,12.60,N/A,N/A
한국쉘석유,002960,석유 정제품 제조업,석유와가스,-13.96,13.67,3.37
부광약품,003000,의약품 제조업,제약,99.58,"11,450.00",5.69
풍산홀딩스,005810,기타 금융업,비철금속,21.86,16.60,0.35
부국증권,001270,금융 지원 서비스업,증권,6.53,5.85,0.37
계양전기,012200,일반 목적용 기계 제조업,자동차부품,46.67,19.33,0.83
한솔테크닉스,004710,전자부품 제조업,디스플레이장비및부품,86.49,29.49,1.14
동성화학,005190,기초 화학물질 제조업,화학,69.00,5.69,0.65
DB금융투자,016610,금융 지원 서비스업,증권,6.53,4.31,0.34
한미사이언스,008930,기타 금융업,제약,99.58,343.64,7.74
삼진제약,005500,의약품 제조업,제약,99.58,14.62,1.50
포스코,005490,1차 철강 제조업,철강,41.60,24.82,0.48
범양건영,002410,건물 건설업,건설,7.01,7.93,1.68
파미셀,005690,기초 의약물질 및 생물학적 제제 제조업,화학,69.00,126.09,15.51
동국제강,001230,1차 철강 제조업,철강,41.60,N/A,N/A
대원전선,006340,절연선 및 케이블 제조업,전기장비,-220.85,N/A,N/A
이수화학,005950,기초 화학물질 제조업,화학,69.00,23.99,0.83
삼성증권,016360,금융 지원 서비스업,증권,6.53,7.55,0.68
삼영무역,002810,기타 전문 도매업,화학,69.00,7.95,0.66
한양증권,001750,금융 지원 서비스업,증권,6.53,3.35,0.42
금호석유화학,011780,기초 화학물질 제조업,화학,69.00,22.93,2.57
유안타증권,003470,금융 지원 서비스업,증권,6.53,8.55,0.51
제일파마홀딩스,002620,회사 본부 및 경영 컨설팅 서비스업,제약,99.58,N/A,N/A
에이엔피,015260,전자부품 제조업,전자장비와기기,65.66,N/A,N/A
한창제지,009460,"펄프, 종이 및 판지 제조업",포장재,16.84,14.81,1.49
넥센,005720,고무제품 제조업,자동차부품,46.67,14.12,0.26
