회사명,종목코드,업종,업종1,업종2,PER,업종PER,PBR
원바이오젠,278380,의료용품 및 기타 의약 관련제품 제조업,KONEX,FICS  제약,34.75,-,22.62
유진스팩4호,321260,금융 지원 서비스업,KOSDAQ  코스닥 금융,FICS  창업투자 및 종금,223.34,22.62,1.09
코퍼스코리아,322780,"영화, 비디오물, 방송프로그램 제작 및 배급업","KOSDAQ  코스닥 오락, 문화",FICS  미디어,21.63,-,2.21
포스코케미칼,003670,"내화, 비내화 요업제품 제조업",KSE  코스피 비금속광물,FICS  화학,93.14,41.94,9.52
수젠텍,253840,의료용품 및 기타 의약 관련제품 제조업,KOSDAQ  코스닥 제조,FICS  의료 장비 및 서비스,-,265.86,8.73
컴퍼니케이,307930,기타 금융업,KOSDAQ  코스닥 금융,FICS  창업투자 및 종금,12.09,22.62,2.23
다원넥스뷰,323350,사진장비 및 광학기기 제조업,KONEX,FICS  반도체 및 관련장비,645.36,-,5.21
피에스케이,319660,특수 목적용 기계 제조업,KOSDAQ  코스닥 IT H/W,FICS  반도체 및 관련장비,52.28,79.95,2.97
엔에이치스팩14호,319400,금융 지원 서비스업,KOSDAQ  코스닥 금융,FICS  창업투자 및 종금,311.29,22.62,2.74
SNK,950180,소프트웨어 개발 및 공급업,KOSDAQ,FICS  게임 소프트웨어,23.05,-,1.47
한화에스비아이스팩,317320,금융 지원 서비스업,KOSDAQ  코스닥 금융,FICS  창업투자 및 종금,304.12,22.62,1.87
TS트릴리온,317240,기타 화학제품 제조업,KOSDAQ  코스닥 제조,FICS  개인생활용품,35.09,265.86,8.43
이노벡스,279060,전자부품 제조업,KONEX,FICS  디스플레이 및 관련부품,"1,229.89",-,40.43
아모그린텍,125210,전자부품 제조업,KOSDAQ  코스닥 IT H/W,FICS  전자 장비 및 기기,127.90,79.95,6.02
현대오토에버,307950,소프트웨어 개발 및 공급업,KSE  코스피 서비스업,FICS  IT 서비스,48.63,62.18,5.36
지노믹트리,228760,의료용품 및 기타 의약 관련제품 제조업,KOSDAQ  코스닥 제조,FICS  의료 장비 및 서비스,-,265.86,2.37
케이비17호스팩,317030,금융 지원 서비스업,KOSDAQ  코스닥 금융,FICS  창업투자 및 종금,163.19,22.62,1.10
이지케어텍,099750,소프트웨어 개발 및 공급업,KOSDAQ  코스닥 IT S/W & SVC,FICS  의료 장비 및 서비스,-,63.90,2.78
유안타제4호스팩,313750,금융 지원 서비스업,KOSDAQ  코스닥 금융,FICS  창업투자 및 종금,385.95,22.62,1.12
미래에셋벤처투자,100790,기타 금융업,KOSDAQ  코스닥 금융,FICS  창업투자 및 종금,19.01,22.62,1.77
드림텍,192650,전자부품 제조업,"KSE  코스피 전기,전자",FICS  휴대폰 및 관련부품,25.64,33.32,2.81
더블유게임즈,192080,소프트웨어 개발 및 공급업,KSE  코스피 서비스업,FICS  게임 소프트웨어,10.21,62.18,1.62
에코프로비엠,247540,일차전지 및 축전지 제조업,KOSDAQ  코스닥 제조,FICS  전자 장비 및 기기,106.71,265.86,10.20
셀리드,299660,자연과학 및 공학 연구개발업,KOSDAQ  코스닥 기타서비스,FICS  바이오,-,-,6.56
우리금융지주,316140,기타 금융업,KSE  코스피 금융업,FICS  상업은행,3.48,8.49,0.32
천보,278280,기초 화학물질 제조업,KOSDAQ  코스닥 제조,FICS  디스플레이 및 관련부품,79.21,265.86,8.82
이노테라피,246960,의료용품 및 기타 의약 관련제품 제조업,KOSDAQ  코스닥 제조,FICS  의료 장비 및 서비스,-,265.86,4.93
노랑풍선,104620,여행사 및 기타 여행보조 서비스업,KOSDAQ  코스닥 기타서비스,FICS  호텔 및 레저,-,-,1.92
웹케시,053580,소프트웨어 개발 및 공급업,KOSDAQ  코스닥 금융,FICS  IT 서비스,54.57,22.62,8.90
엘에이티,311060,특수 목적용 기계 제조업,KONEX,FICS  디스플레이 및 관련부품,-,-,1.88
에어부산,298690,항공 여객 운송업,KSE  코스피 운수창고,FICS  항공운수,-,-,1.97
비피도,238200,기타 식품 제조업,KOSDAQ  코스닥 제조,FICS  식료품,57.91,265.86,1.98
키움제5호스팩,311270,금융 지원 서비스업,KOSDAQ  코스닥 금융,FICS  창업투자 및 종금,178.93,22.62,1.07
엔에이치스팩13호,310840,금융 지원 서비스업,KOSDAQ  코스닥 금융,FICS  창업투자 및 종금,127.83,22.62,1.15
유틸렉스,263050,기초 의약물질 및 생물학적 제제 제조업,KOSDAQ  코스닥 제조,FICS  바이오,-,265.86,10.08
디케이티,290550,전자부품 제조업,KOSDAQ  코스닥 IT H/W,FICS  휴대폰 및 관련부품,24.56,79.95,3.34
아이엘사이언스,307180,전구 및 조명장치 제조업,KOSDAQ  코스닥 제조,FICS  디스플레이 및 관련부품,-,265.86,5.14
애니플러스,310200,"영화, 비디오물, 방송프로그램 제작 및 배급업","KOSDAQ  코스닥 오락, 문화",FICS  미디어,-,-,11.89
테크엔,308700,전구 및 조명장치 제조업,KONEX,FICS  디스플레이 및 관련부품,-,-,1.79
오하임아이엔티,309930,기타 생활용품 소매업,KOSDAQ  코스닥 금융,FICS  내구소비재,14.57,22.62,5.75
위지윅스튜디오,299900,"영화, 비디오물, 방송프로그램 제작 및 배급업","KOSDAQ  코스닥 오락, 문화",FICS  미디어,43.07,-,4.50
한국제8호스팩,310870,금융 지원 서비스업,KOSDAQ  코스닥 금융,FICS  창업투자 및 종금,114.82,22.62,1.14
국전약품,307750,의약품 제조업,KOSDAQ  코스닥 제조,FICS  제약,80.73,265.86,18.80
에이비엘바이오,298380,기초 의약물질 및 생물학적 제제 제조업,KOSDAQ  코스닥 제조,FICS  바이오,-,265.86,8.15
프로테옴텍,303360,의료용품 및 기타 의약 관련제품 제조업,KONEX,FICS  의료 장비 및 서비스,-,-,19.33
머큐리,100590,통신 및 방송 장비 제조업,KOSDAQ  코스닥 제조,FICS  통신장비,63.94,265.86,2.10
전진바이오팜,110020,기타 화학제품 제조업,KOSDAQ  코스닥 제조,FICS  화학,-,265.86,19.60
뉴트리,270870,기타 식품 제조업,KOSDAQ  코스닥 제조,FICS  식료품,25.95,265.86,4.28
상상인이안1호스팩,307870,금융 지원 서비스업,KOSDAQ  코스닥 금융,FICS  창업투자 및 종금,104.21,22.62,1.09
이노메트리,302430,특수 목적용 기계 제조업,KOSDAQ  코스닥 제조,FICS  전자 장비 및 기기,42.22,265.86,3.73
SK4호스팩,307070,금융 지원 서비스업,KOSDAQ  코스닥 금융,FICS  창업투자 및 종금,113.59,22.62,1.13
대유에이피,290120,자동차 신품 부품 제조업,KOSDAQ  코스닥 제조,FICS  자동차부품,10.52,265.86,1.80
교보8호스팩,307280,금융 지원 서비스업,KOSDAQ  코스닥 제조,FICS  의료 장비 및 서비스,266.00,265.86,1.45
에코캡,128540,자동차 신품 부품 제조업,KOSDAQ  코스닥 제조,FICS  자동차부품,47.59,265.86,0.71
베스파,299910,소프트웨어 개발 및 공급업,KOSDAQ  코스닥 IT S/W & SVC,FICS  게임 소프트웨어,-,63.90,2.17
윙입푸드,900340,기타 금융업,KOSDAQ,FICS  식료품,5.63,-,0.58
하나머스트제6호스팩,307160,금융 지원 서비스업,KOSDAQ  코스닥 금융,FICS  창업투자 및 종금,110.50,22.62,1.23
남화산업,111710,스포츠 서비스업,"KOSDAQ  코스닥 오락, 문화",FICS  호텔 및 레저,67.51,-,1.54
엠아이텍,179290,의료용 기기 제조업,KOSDAQ  코스닥 제조,FICS  의료 장비 및 서비스,40.03,265.86,3.04
티로보틱스,117730,특수 목적용 기계 제조업,KOSDAQ  코스닥 제조,FICS  디스플레이 및 관련부품,-,265.86,3.14
네오펙트,290660,의료용 기기 제조업,KOSDAQ  코스닥 제조,FICS  의료 장비 및 서비스,-,265.86,3.28
에이펙스인텍,207490,전구 및 조명장치 제조업,KONEX,FICS  디스플레이 및 관련부품,74.07,-,6.80
티앤알바이오팹,246710,기초 의약물질 및 생물학적 제제 제조업,KOSDAQ  코스닥 제조,FICS  바이오,-,265.86,5.68
나라소프트,288490,소프트웨어 개발 및 공급업,KONEX,FICS  일반 소프트웨어,-,-,-
아시아나IDT,267850,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",KSE  코스피 서비스업,FICS  IT 서비스,64.29,62.18,1.74
디알젬,263690,의료용 기기 제조업,KOSDAQ  코스닥 제조,FICS  의료 장비 및 서비스,29.09,265.86,4.75
싸이토젠,217330,자연과학 및 공학 연구개발업,KOSDAQ  코스닥 기타서비스,FICS  의료 장비 및 서비스,-,-,18.27
아주IB투자,027360,기타 금융업,KOSDAQ  코스닥 금융,FICS  창업투자 및 종금,28.42,22.62,2.73
파멥신,208340,의약품 제조업,KOSDAQ  코스닥 제조,FICS  바이오,-,265.86,4.16
디케이앤디,263020,플라스틱제품 제조업,KOSDAQ  코스닥 제조,FICS  섬유 및 의복,33.54,265.86,1.85
디자인,227100,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",KOSDAQ  코스닥 제조,FICS  휴대폰 및 관련부품,-,265.86,2.13
노바렉스,194700,기타 식품 제조업,KOSDAQ  코스닥 제조,FICS  식료품,23.63,265.86,3.79
셀리버리,268600,자연과학 및 공학 연구개발업,KOSDAQ  코스닥 기타서비스,FICS  바이오,-,-,85.41
대보마그네틱,290670,기타 전기장비 제조업,KOSDAQ  코스닥 제조,FICS  전자 장비 및 기기,63.27,265.86,6.62
노바텍,285490,그외 기타 제품 제조업,KOSDAQ  코스닥 제조,FICS  금속 및 광물,71.70,265.86,8.83
엘앤씨바이오,290650,의약품 제조업,KOSDAQ  코스닥 제조,FICS  의료 장비 및 서비스,96.40,265.86,11.78
네온테크,306620,특수 목적용 기계 제조업,KOSDAQ  코스닥 제조,FICS  반도체 및 관련장비,167.72,265.86,9.35
로보티즈,108490,특수 목적용 기계 제조업,KOSDAQ  코스닥 IT S/W & SVC,FICS  교육,78.36,63.90,3.05
옵티팜,153710,의료용품 및 기타 의약 관련제품 제조업,KOSDAQ  코스닥 제조,FICS  제약,-,265.86,5.21
에스퓨얼셀,288620,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",KOSDAQ  코스닥 제조,FICS  전자 장비 및 기기,156.37,265.86,7.27
세아제강,306200,1차 철강 제조업,KSE  코스피 철강및금속,FICS  금속 및 광물,10.94,16.61,0.48
나우IB,293580,기타 금융업,KOSDAQ  코스닥 금융,FICS  창업투자 및 종금,31.33,22.62,1.31
푸드나무,290720,무점포 소매업,KOSDAQ  코스닥 유통,FICS  식료품,36.49,428.28,3.14
하나제약,293480,의약품 제조업,KSE  코스피 의약품,FICS  제약,13.88,140.79,1.70
크리스에프앤씨,110790,봉제의복 제조업,KOSDAQ  코스닥 제조,FICS  섬유 및 의복,12.20,265.86,1.34
더블유에스아이,299170,생활용품 도매업,KOSDAQ  코스닥 유통,FICS  제약,20.67,428.28,6.13
지티지웰니스,219750,의료용 기기 제조업,KOSDAQ  코스닥 제조,FICS  의료 장비 및 서비스,-,265.86,5.70
우진아이엔에스,010400,건물설비 설치 공사업,KSE  코스피 건설업,FICS  기계,29.02,7.51,0.57
명성티엔에스,257370,특수 목적용 기계 제조업,KOSDAQ  코스닥 IT H/W,FICS  전자 장비 및 기기,116.33,79.95,1.53
삼성스팩2호,291230,금융 지원 서비스업,KOSDAQ  코스닥 금융,FICS  창업투자 및 종금,100.05,22.62,1.16
엔솔바이오사이언스,140610,자연과학 및 공학 연구개발업,KONEX,FICS  제약,-,-,102.62
디지캡,197140,소프트웨어 개발 및 공급업,KOSDAQ  코스닥 제조,FICS  일반 소프트웨어,29.69,265.86,1.23
지니틱스,303030,반도체 제조업,KOSDAQ  코스닥 IT H/W,FICS  반도체 및 관련장비,221.00,79.95,3.56
액트로,290740,전자부품 제조업,KOSDAQ  코스닥 IT H/W,FICS  휴대폰 및 관련부품,6.78,79.95,1.27
오파스넷,173130,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",KOSDAQ  코스닥 IT S/W & SVC,FICS  IT 서비스,-,63.90,2.83
에이피티씨,089970,특수 목적용 기계 제조업,KOSDAQ  코스닥 제조,FICS  반도체 및 관련장비,33.64,265.86,6.85
바이오솔루션,086820,기초 의약물질 및 생물학적 제제 제조업,KOSDAQ  코스닥 제조,FICS  바이오,-,265.86,4.60
더콘텐츠온,302920,"영화, 비디오물, 방송프로그램 제작 및 배급업",KONEX,FICS  미디어,33.33,-,2.85
대유,290380,"비료, 농약 및 살균, 살충제 제조업",KOSDAQ  코스닥 제조,FICS  화학,30.13,265.86,2.34
신한알파리츠,293940,부동산 임대 및 공급업,KSE  코스피 서비스업,FICS  부동산,-,35.79,-
디아이티,110990,특수 목적용 기계 제조업,KOSDAQ  코스닥 IT H/W,FICS  디스플레이 및 관련부품,13.64,79.95,1.02
에스에스알,275630,소프트웨어 개발 및 공급업,KOSDAQ  코스닥 IT S/W & SVC,FICS  IT 서비스,31.91,63.90,1.45
한일시멘트,300720,"시멘트, 석회, 플라스터 및 그 제품 제조업",KSE  코스피 비금속광물,FICS  건축소재,11.56,41.94,0.53
휴네시온,290270,소프트웨어 개발 및 공급업,KOSDAQ  코스닥 IT S/W & SVC,FICS  일반 소프트웨어,28.96,63.90,2.19
티웨이항공,091810,항공 여객 운송업,KSE  코스피 운수창고,FICS  항공운수,-,-,1.06
롯데정보통신,286940,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",KSE  코스피 서비스업,FICS  IT 서비스,10.70,62.18,1.50
한국유니온제약,080720,의약품 제조업,KOSDAQ  코스닥 제조,FICS  제약,216.83,265.86,1.54
그리티,204020,봉제의복 제조업,KOSDAQ  코스닥 제조,FICS  섬유 및 의복,33.08,265.86,0.80
알로이스,297570,통신 및 방송 장비 제조업,KOSDAQ  코스닥 IT H/W,FICS  셋톱 박스,-,79.95,4.42
올릭스,226950,자연과학 및 공학 연구개발업,KOSDAQ  코스닥 기타서비스,FICS  바이오,-,-,15.90
테크트랜스,258050,기타 금속 가공제품 제조업,KONEX,FICS  금속 및 광물,-,-,5.24
효성중공업,298040,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","KSE  코스피 전기,전자",FICS  기계,61.95,33.32,0.90
효성첨단소재,298050,화학섬유 제조업,KSE  코스피 화학,FICS  화학,-,65.84,4.04
효성티앤씨,298020,화학섬유 제조업,KSE  코스피 화학,FICS  섬유 및 의복,20.22,65.84,3.83
효성화학,298000,기초 화학물질 제조업,KSE  코스피 화학,FICS  화학,8.61,65.84,1.66
아이큐어,175250,의약품 제조업,KOSDAQ  코스닥 제조,FICS  개인생활용품,-,265.86,4.49
SV인베스트먼트,289080,기타 금융업,KOSDAQ  코스닥 금융,FICS  창업투자 및 종금,-,22.62,4.86
엘리비젼,276240,영상 및 음향기기 제조업,KONEX,FICS  디스플레이 및 관련부품,-,-,-
지앤이헬스케어,299480,기타 섬유제품 제조업,KONEX,FICS  개인생활용품,-,-,3.12
이리츠코크렙,088260,부동산 임대 및 공급업,KSE  코스피 서비스업,FICS  부동산,-,35.79,-
EDGC,245620,자연과학 및 공학 연구개발업,KOSDAQ  코스닥 기타서비스,FICS  바이오,-,-,6.87
에스엠비나,299670,봉제의복 제조업,KONEX,FICS  섬유 및 의복,7.12,-,1.76
HDC현대산업개발,294870,건물 건설업,KSE  코스피 건설업,FICS  건설,3.04,7.51,0.56
카이노스메드,284620,자연과학 및 공학 연구개발업,KOSDAQ  코스닥 기타서비스,FICS  제약,-,-,85.44
파워넷,037030,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",KOSDAQ  코스닥 제조,FICS  전기장비,13.32,265.86,1.36
현대사료,016790,동물용 사료 및 조제식품 제조업,KOSDAQ  코스닥 제조,FICS  식료품,24.74,265.86,1.35
세종메디칼,258830,의료용 기기 제조업,KOSDAQ  코스닥 제조,FICS  의료 장비 및 서비스,22.90,265.86,1.66
제노레이,122310,의료용 기기 제조업,KOSDAQ  코스닥 제조,FICS  의료 장비 및 서비스,10.10,265.86,2.28
디피코,163430,"건축기술, 엔지니어링 및 관련 기술 서비스업",KONEX,FICS  자동차부품,-,-,2.55
한국제7호스팩,291210,금융 지원 서비스업,KOSDAQ  코스닥 금융,FICS  창업투자 및 종금,135.61,22.77,1.11
다이노나,086080,자연과학 및 공학 연구개발업,KONEX,FICS  의료 장비 및 서비스,-,-,3.62
유안타제3호스팩,287410,금융 지원 서비스업,KOSDAQ  코스닥 금융,FICS  창업투자 및 종금,410.70,22.62,2.11
에스제이켐,217910,기초 화학물질 제조업,KONEX,FICS  화학,-,-,-
JTC,950170,종합 소매업,KOSDAQ,FICS  도소매,-,-,0.70
네오셈,253590,특수 목적용 기계 제조업,KOSDAQ  코스닥 IT H/W,FICS  반도체 및 관련장비,-,79.95,3.65
케어랩스,263700,소프트웨어 개발 및 공급업,KOSDAQ  코스닥 IT S/W & SVC,FICS  의료 장비 및 서비스,189.41,63.90,1.77
애경산업,018250,기타 화학제품 제조업,KSE  코스피 화학,FICS  개인생활용품,16.83,65.84,2.08
에코마이스터,064510,특수 목적용 기계 제조업,KOSDAQ  코스닥 제조,FICS  기계,-,265.86,1.68
린드먼아시아,277070,신탁업 및 집합투자업,KOSDAQ  코스닥 금융,FICS  창업투자 및 종금,16.95,22.62,1.58
오스테오닉,226400,의료용 기기 제조업,KOSDAQ  코스닥 제조,FICS  의료 장비 및 서비스,104.25,265.86,1.79
엔지켐생명과학,183490,기초 의약물질 및 생물학적 제제 제조업,KOSDAQ  코스닥 제조,FICS  제약,-,265.86,10.25
동구바이오제약,006620,의약품 제조업,KOSDAQ  코스닥 제조,FICS  제약,15.80,265.86,2.72
아시아종묘,154030,작물 재배업,KOSDAQ,FICS  식료품,-,-,3.53
알리코제약,260660,의료용품 및 기타 의약 관련제품 제조업,KOSDAQ  코스닥 제조,FICS  제약,12.09,265.86,1.67
셀트리온,068270,기초 의약물질 및 생물학적 제제 제조업,KSE  코스피 의약품,FICS  바이오,148.34,140.79,14.87
카페24,042000,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",KOSDAQ  코스닥 IT S/W & SVC,FICS  인터넷 서비스,99.11,63.90,5.69
링크제니시스,219420,소프트웨어 개발 및 공급업,KOSDAQ  코스닥 IT S/W & SVC,FICS  일반 소프트웨어,128.06,63.90,2.65
배럴,267790,봉제의복 제조업,KOSDAQ  코스닥 제조,FICS  섬유 및 의복,10.48,265.86,1.58
SG,255220,기타 비금속 광물제품 제조업,KOSDAQ  코스닥 제조,FICS  건축소재,7.84,265.86,1.04
씨앤지하이테크,264660,특수 목적용 기계 제조업,KOSDAQ  코스닥 IT H/W,FICS  반도체 및 관련장비,10.47,79.95,1.83
쿠쿠홈시스,284740,개인 및 가정용품 임대업,KSE  코스피 서비스업,FICS  내구소비재,13.72,62.18,2.05
SK케미칼,285130,합성고무 및 플라스틱 물질 제조업,KSE  코스피 화학,FICS  화학,510.10,65.84,7.58
시스웍,269620,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",KOSDAQ  코스닥 제조,FICS  전자 장비 및 기기,68.69,265.86,3.47
라이프사이언스테크놀로지,285770,소프트웨어 개발 및 공급업,KONEX,FICS  의료 장비 및 서비스,-,-,14.86
디바이스이엔지,187870,특수 목적용 기계 제조업,KOSDAQ  코스닥 IT H/W,FICS  디스플레이 및 관련부품,70.98,79.95,4.89
바이오시네틱스,281310,자연과학 및 공학 연구개발업,KONEX,FICS  화학,-,-,7.61
씨알푸드,236030,"곡물가공품, 전분 및 전분제품 제조업",KONEX,FICS  식료품,76.65,-,2.02
