,회사명,종목코드,업종,업종2,업종PER,PER,PBR
846,레고켐바이오,141080,자연과학 및 공학 연구개발업,생명과학도구및서비스,38.27,84.02,11.22
847,한국패러랠,168490,신탁업 및 집합투자업,,,,
848,동아에스티,170900,의약품 제조업,제약,99.58,11.44,1.1
849,스타모빌리티,158310,특수 목적용 기계 제조업,기계,-29.49,,0.20
850,윈팩,097800,반도체 제조업,반도체와반도체장비,20.53,9.80,1.88
851,코렌텍,104540,의료용 기기 제조업,건강관리장비와용품,208.42,67.32,6.04
852,제로투세븐,159580,생활용품 도매업,"섬유,의류,신발,호화품",33.35,74.92,2.39
853,아이원스,114810,특수 목적용 기계 제조업,반도체와반도체장비,20.53,40.65,1.26
854,우리이앤엘,153490,반도체 제조업,디스플레이장비및부품,86.49,33.69,1.07
855,아이센스,099190,의료용 기기 제조업,건강관리장비와용품,208.42,19.97,1.61
856,포티스,141020,무점포 소매업,인터넷과카탈로그소매,20.09,,0.29
857,스킨앤스킨,159910,기타 화학제품 제조업,화장품,89.76,,0.89
858,SBI핀테크솔루션즈,950110,소프트웨어 개발 및 공급업,IT서비스,24.96,20.31,3.92
859,우리로,046970,기타 전문 도매업,컴퓨터와주변기기,-34.95,,1.36
860,디젠스,113810,자동차 신품 부품 제조업,자동차부품,46.67,46.60,1.13
861,지엠비코리아,013870,자동차 신품 부품 제조업,자동차부품,46.67,61.71,0.75
862,맥스로텍,141070,특수 목적용 기계 제조업,기계,-29.49,,1.09
863,와이엠씨,155650,전자부품 제조업,디스플레이장비및부품,86.49,30.15,2.28
864,LG헬로비전,037560,텔레비전 방송업,방송과엔터테인먼트,-19.04,,0.37
865,아바텍,149950,전자부품 제조업,디스플레이장비및부품,86.49,55.64,1.8
866,동일고무벨트,163560,고무제품 제조업,자동차부품,46.67,18.96,0.66
867,한국콜마,161890,기타 화학제품 제조업,화장품,89.76,37.70,2.4
868,한국타이어앤테크놀로지,161390,고무제품 제조업,자동차부품,46.67,23.36,0.81
869,코이즈,121850,플라스틱제품 제조업,디스플레이장비및부품,86.49,,2.70
870,애경유화,161000,기초 화학물질 제조업,화학,69.0,11.27,0.84
871,나노스,151910,전자부품 제조업,핸드셋,-202.0,,19.45
872,SK렌터카,068400,운송장비 임대업,도로와철도운송,54.64,17.36,1.1
873,엠씨넥스,097520,영상 및 음향기기 제조업,핸드셋,-202.0,19.87,4.09
874,네이블커뮤니케이션즈,153460,소프트웨어 개발 및 공급업,소프트웨어,86.51,,1.76
875,디지탈옵틱,106520,사진장비 및 광학기기 제조업,핸드셋,-202.0,,1.99
876,피엔티,137400,특수 목적용 기계 제조업,전기제품,206.26,53.47,4.59
877,바다로19호,155900,운송장비 임대업,,35.79,,
878,사조씨푸드,014710,수산물 가공 및 저장 처리업,식품,29.07,,0.44
879,비아트론,141000,특수 목적용 기계 제조업,디스플레이장비및부품,86.49,12.24,0.97
880,하이골드3호,153360,운송장비 임대업,,35.79,,
881,코오롱머티리얼,144620,화학섬유 제조업,"섬유,의류,신발,호화품",33.35,,3.52
882,빛샘전자,072950,전자부품 제조업,통신장비,-92.63,30.21,0.74
883,한국ANKOR유전,152550,신탁업 및 집합투자업,,,,
884,휴비스,079980,화학섬유 제조업,"섬유,의류,신발,호화품",33.35,11.25,0.68
885,사람인에이치알,143240,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",상업서비스와공급품,24.9,16.01,2.64
886,뉴로스,126870,일반 목적용 기계 제조업,기계,-29.49,,2.26
887,제룡산업,147830,"구조용 금속제품, 탱크 및 증기발생기 제조업",전기장비,-220.85,10.51,1.01
888,남화토건,091590,건물 건설업,건설,7.01,26.24,1.04
889,케이탑리츠,145270,부동산 임대 및 공급업,,35.79,,
890,메지온,140410,자연과학 및 공학 연구개발업,식품,29.07,,31.16
891,원익머트리얼즈,104830,기초 화학물질 제조업,화학,69.0,14.52,1.3
892,디엔에이링크,127120,자연과학 및 공학 연구개발업,생명과학도구및서비스,38.27,,8.40
893,GS리테일,007070,종합 소매업,백화점과일반상점,-28.81,16.29,1.21
894,나이스디앤비,130580,기타 사업지원 서비스업,상업서비스와공급품,24.9,12.59,2.32
895,시큐브,131090,소프트웨어 개발 및 공급업,소프트웨어,86.51,12.11,1.94
896,서암기계공업,100660,일반 목적용 기계 제조업,기계,-29.49,196.13,1.24
897,인터지스,129260,도로 화물 운송업,항공화물운송과물류,12.6,,0.58
898,씨유메디칼,115480,의료용 기기 제조업,전문소매,-15.23,,0.76
899,삼양사,145990,기타 식품 제조업,식품,29.07,10.97,0.55
900,키네마스터,139670,소프트웨어 개발 및 공급업,소프트웨어,86.51,128.63,25.15
901,비덴트,121800,통신 및 방송 장비 제조업,디스플레이패널,-3.72,22.08,1.15
902,신진에스엠,138070,기타 금속 가공제품 제조업,기계,-29.49,25.15,0.84
903,이엠넷,123570,광고업,광고,18.53,15.93,1.57
904,와이지엔터테인먼트,122870,오디오물 출판 및 원판 녹음업,방송과엔터테인먼트,-19.04,,2.52
905,쎄미시스코,136510,특수 목적용 기계 제조업,디스플레이장비및부품,86.49,,1.40
906,에이티세미콘,089530,반도체 제조업,반도체와반도체장비,20.53,,1.39
907,테크윙,089030,특수 목적용 기계 제조업,반도체와반도체장비,20.53,11.82,2.16
908,씨큐브,101240,기초 화학물질 제조업,화장품,89.76,23.59,1.31
909,에스엠코어,007820,일반 목적용 기계 제조업,기계,-29.49,35.43,2.07
910,씨엔플러스,115530,전자부품 제조업,전자장비와기기,65.66,,3.93
911,하나투어,039130,여행사 및 기타 여행보조 서비스업,"호텔,레스토랑,레저",-25.26,,3.33
912,케이맥,043290,특수 목적용 기계 제조업,디스플레이장비및부품,86.49,,2.13
913,로보스타,090360,특수 목적용 기계 제조업,기계,-29.49,,2.79
914,대한과학,131220,기계장비 및 관련 물품 도매업,생명과학도구및서비스,38.27,84.11,4.2
915,피앤이솔루션,131390,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",전기제품,206.26,17.09,3.45
916,아이디스,143160,통신 및 방송 장비 제조업,전자장비와기기,65.66,21.95,1.94
917,에이블씨엔씨,078520,기타 화학제품 제조업,화장품,89.76,,0.82
918,제이씨케미칼,137950,기타 화학제품 제조업,에너지장비및서비스,-35.73,25.98,1.4
919,아이씨디,040910,특수 목적용 기계 제조업,디스플레이장비및부품,86.49,6.49,1.53
920,제닉,123330,기타 화학제품 제조업,화장품,89.76,,1.15
921,데일리블록체인,139050,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",IT서비스,24.96,,2.33
922,삼원강재,023000,자동차 신품 부품 제조업,자동차부품,46.67,19.02,0.67
923,상아프론테크,089980,플라스틱제품 제조업,전기제품,206.26,215.47,5.68
924,신세계인터내셔날,031430,"섬유, 의복, 신발 및 가죽제품 소매업","섬유,의류,신발,호화품",33.35,29.37,2.15
925,에이리츠,140910,부동산 임대 및 공급업,,35.79,,
926,나이벡,138610,의료용품 및 기타 의약 관련제품 제조업,건강관리장비와용품,208.42,,11.26
927,옵티시스,109080,통신 및 방송 장비 제조업,통신장비,-92.63,23.42,1.05
928,대양전기공업,108380,선박 및 보트 건조업,조선,-22.0,17.21,0.75
929,한국항공우주,047810,"항공기,우주선 및 부품 제조업",우주항공과국방,50.8,29.16,3.11
930,롯데하이마트,071840,가전제품 및 정보통신장비 소매업,,-15.23,,0.48
931,서연탑메탈,019770,특수 목적용 기계 제조업,자동차부품,46.67,152.69,1.35
932,한세엠케이,069640,"섬유, 의복, 신발 및 가죽제품 소매업","섬유,의류,신발,호화품",33.35,,0.38
933,코오롱플라스틱,138490,합성고무 및 플라스틱 물질 제조업,화학,69.0,42.17,1.16
934,넥스트아이,137940,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",디스플레이장비및부품,86.49,,1.32
935,스카이이앤엠,131100,상품 종합 도매업,화학,69.0,,3.67
936,이마트,139480,종합 소매업,백화점과일반상점,-28.81,8.66,0.51
937,DGB금융지주,139130,기타 금융업,은행,4.87,3.60,0.24
938,케이티스카이라이프,053210,텔레비전 방송업,방송과엔터테인먼트,-19.04,6.39,0.56
939,엘아이에스,138690,특수 목적용 기계 제조업,디스플레이장비및부품,86.49,11.95,1.45
940,세아특수강,019440,1차 철강 제조업,철강,41.6,9.41,0.32
941,KMH,122450,텔레비전 방송업,방송과엔터테인먼트,-19.04,17.57,2.0
942,골프존뉴딘홀딩스,121440,상품 중개업,레저용장비와제품,-33.68,,0.55
943,메리츠금융지주,138040,기타 금융업,손해보험,6.87,3.09,0.43
944,윈스,136540,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",소프트웨어,86.51,10.85,1.59
945,하림,136480,"도축, 육류 가공 및 저장 처리업",식품,29.07,156.67,1.11
946,한국종합기술,023350,"건축기술, 엔지니어링 및 관련 기술 서비스업",건설,7.01,,0.87
947,이퓨쳐,134060,"서적, 잡지 및 기타 인쇄물 출판업",교육서비스,-19.84,78.47,2.75
948,티케이케미칼,104480,화학섬유 제조업,화학,69.0,26.62,0.90
949,BNK금융지주,138930,기타 금융업,은행,4.87,3.96,0.22
950,일진머티리얼즈,020150,전자부품 제조업,전자장비와기기,65.66,79.77,5.84
951,부스타,008470,"구조용 금속제품, 탱크 및 증기발생기 제조업",기계,-29.49,10.07,0.62
952,현대위아,011210,자동차 신품 부품 제조업,자동차부품,46.67,19.97,0.77
953,선진,136490,동물용 사료 및 조제식품 제조업,식품,29.07,6.86,1.32
954,미원화학,134380,기타 화학제품 제조업,화학,69.0,8.97,1.13
955,나노신소재,121600,기타 화학제품 제조업,화학,69.0,176.29,3.97
956,케이아이엔엑스,093320,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",IT서비스,24.96,26.03,3.98
957,티피씨글로벌,130740,자동차 신품 부품 제조업,자동차부품,46.67,93.08,0.84
958,딜리,131180,컴퓨터 및 주변장치 제조업,컴퓨터와주변기기,-34.95,21.78,0.78
959,엘비세미콘,061970,반도체 제조업,반도체와반도체장비,20.53,27.03,3.76
960,제이엔케이히터,126880,일반 목적용 기계 제조업,기계,-29.49,12.64,2.03
961,블루콤,033560,영상 및 음향기기 제조업,핸드셋,-202.0,18.27,0.65
962,인트론바이오,048530,기초 의약물질 및 생물학적 제제 제조업,생명과학도구및서비스,38.27,97.48,9.39
963,시디즈,134790,가구 제조업,가구,21.96,9.20,2.48
964,다나와,119860,소프트웨어 개발 및 공급업,인터넷과카탈로그소매,20.09,16.59,3.63
965,알서포트,131370,소프트웨어 개발 및 공급업,소프트웨어,86.51,59.18,7.87
966,인텍플러스,064290,특수 목적용 기계 제조업,반도체와반도체장비,20.53,38.12,9.66
967,티에스이,131290,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",반도체와반도체장비,20.53,17.36,2.93
968,HSD엔진,082740,일반 목적용 기계 제조업,조선,-22.0,,1.25
969,액트,131400,전자부품 제조업,전자장비와기기,65.66,,1.96
970,대성에너지,117580,연료용 가스 제조 및 배관공급업,가스유틸리티,19.09,9.83,0.46
971,현대퓨처넷,126560,텔레비전 방송업,방송과엔터테인먼트,-19.04,12.36,0.53
972,대정화금,120240,기초 화학물질 제조업,화학,69.0,36.06,1.71
973,KTis,058860,기타 정보 서비스업,상업서비스와공급품,24.9,9.39,0.52
974,한전산업,130660,"건축기술, 엔지니어링 및 관련 기술 서비스업",전기유틸리티,69.53,11.41,1.64
975,피제이메탈,128660,1차 비철금속 제조업,비철금속,21.86,14.42,1.37
976,디에이치피코리아,131030,의약품 제조업,제약,99.58,8.95,1.11
977,에이루트,096690,컴퓨터 및 주변장치 제조업,컴퓨터와주변기기,-34.95,18.28,0.45
978,엘브이엠씨,900140,자동차 판매업,자동차,58.96,,0.62
979,티비씨,033830,텔레비전 방송업,방송과엔터테인먼트,-19.04,18.80,0.87
980,시그네틱스,033170,반도체 제조업,반도체와반도체장비,20.53,,0.93
981,한국전자인증,041460,소프트웨어 개발 및 공급업,IT서비스,24.96,97.01,3.04
982,디케이락,105740,일반 목적용 기계 제조업,기계,-29.49,26.91,1.26
983,코프라,126600,합성고무 및 플라스틱 물질 제조업,자동차부품,46.67,12.41,1.02
984,선데이토즈,123420,소프트웨어 개발 및 공급업,게임엔터테인먼트,37.25,22.52,1.52
985,삼본전자,111870,영상 및 음향기기 제조업,전자제품,41.38,,0.69
986,아나패스,123860,반도체 제조업,디스플레이장비및부품,86.49,,4.94
987,KNN,058400,텔레비전 방송업,방송과엔터테인먼트,-19.04,52.31,1.38
988,비케이탑스,030790,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",IT서비스,24.96,,1.55
989,누리플랜,069140,"구조용 금속제품, 탱크 및 증기발생기 제조업",상업서비스와공급품,24.9,,1.53
990,아이텍,119830,"그외 기타 전문, 과학 및 기술 서비스업",반도체와반도체장비,20.53,,1.58
991,인화정공,101930,선박 및 보트 건조업,조선,-22.0,51.05,0.43
992,코렌,078650,사진장비 및 광학기기 제조업,핸드셋,-202.0,,0.75
993,아이씨케이,068940,전자부품 제조업,전자장비와기기,65.66,"17,613.64",7.19
994,한일진공,123840,특수 목적용 기계 제조업,핸드셋,-202.0,,0.56
995,휠라홀딩스,081660,생활용품 도매업,"섬유,의류,신발,호화품",33.35,14.89,1.93
996,알파홀딩스,117670,반도체 제조업,반도체와반도체장비,20.53,,1.35
997,포메탈,119500,기타 금속 가공제품 제조업,기계,-29.49,27.41,1.16
998,KTcs,058850,기타 정보 서비스업,상업서비스와공급품,24.9,10.61,0.6
999,다원시스,068240,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",전자장비와기기,65.66,101.52,2.47
1000,현대홈쇼핑,057050,무점포 소매업,인터넷과카탈로그소매,20.09,10.89,0.52
1001,씨젠,096530,의료용품 및 기타 의약 관련제품 제조업,생명과학도구및서비스,38.27,14.40,9.98
1002,와이솔,122990,전자부품 제조업,핸드셋,-202.0,90.61,1.19
1003,하이비젼시스템,126700,사진장비 및 광학기기 제조업,핸드셋,-202.0,29.02,1.71
1004,화신정공,126640,자동차 신품 부품 제조업,자동차부품,46.67,17.33,0.77
1005,코리아에프티,123410,자동차 신품 부품 제조업,자동차부품,46.67,18.39,0.88
1006,도화엔지니어링,002150,"건축기술, 엔지니어링 및 관련 기술 서비스업",건설,7.01,13.49,1.07
1007,엠에스오토텍,123040,자동차 신품 부품 제조업,자동차부품,46.67,18.46,2.00
1008,이글루시큐리티,067920,기타 정보 서비스업,소프트웨어,86.51,30.26,1.22
1009,대성산업,128820,연료 소매업,석유와가스,-13.96,,0.34
1010,아이마켓코리아,122900,상품 종합 도매업,상업서비스와공급품,24.9,19.89,0.78
1011,한미약품,128940,의약품 제조업,제약,99.58,85.30,5.93
1012,인터로조,119610,의료용 기기 제조업,건강관리장비와용품,208.42,15.25,1.73
1013,하이텍팜,106190,기타 전문 도매업,제약,99.58,,1.59
1014,우진,105840,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",기계,-29.49,99.12,0.66
